,content,sentiment
35155,ugh go town never rest want go tyler know get back exauste,neutral
35156,aww psn,worry
35157,happy birthday snicker hope good day ever let go shopping,love
35158,firmware heh coincidence anything maybe sw guy hear,surprise
35159,hear full album preview today webcast jonasnewsong way could tune,worry
35160,cool thank response ill check firefox,love
35161,sulk home rain poor strategy i be watch sun shine desk robart reference room,sadness
35162,jfc need 23rd graduate end get awesome hookup ftsk rocket excite,surprise
35163,yeah silly mistake end long day etc etc brand new plier,neutral
35164,sleep gnight everybody hope good day,neutral
35165,em hahahahaha sry,fun
35166,he s shybut cute ily see know 3,worry
35167,cool photo outside place,neutral
35168,yup pulseim withstanding hit far,relief
35169,homee bore okiee gon na see boyfriend momma tomorrow momma dayy,love
35170,get beautiful flower mag subscription mothers day spoil 3,happiness
35171,oh yeaah well still bff aha,happiness
35172,lunch watch holes bbc 1,happiness
35173,instal new modem mean run 5 time faster old one slow hell gah slow internet kill,sadness
35174,ok i be complete insomniac moment 6 a.m. almost i be still awake hate ca stop think mornin,hate
35175,get dms ask fall past day sick well appreciate concern game,relief
35176,yeah tough time,sadness
35177,true rim i be get good oo,worry
35178,psst new blog comment likey,neutral
35179,ah mommie get new sheet bed comfy,worry
35180,love walk us event fun blue water surplus donut great night,love
35181,spend hour camera whore palina,neutral
35182,aww i be glad i be obscenely late early hour find forest kline engage,happiness
35183,waitin many new good song end do not like much,hate
35184,get new phone program everything since old one memory card like one,relief
35185,nite nite twitts wish u happy sunday already major gift 2kids bron n 1 gift way tyg,worry
35186,brent cross wow live close,love
35187,supposse support local economy lol good congrat,neutral
35188,lol grey sky far eye see 20 yard,fun
35189,dinner evening playing card already pack ready head home tomorrow go home,neutral
35190,please read blog i be good day,worry
35191,wish happy mother day wonderful mother,happiness
35192,sometimes take solve problem fresh morning hope today beautiful,enthusiasm
35193,goshwho bad baylee bless childthese people know kiss,worry
35194,want grape soda jack fower fault also wish could see play uk gig sell please reply,happiness
35195,omg get 50 coupon time i be obsess catalog come mail,happiness
35196,umn umn good thank let know earlier eat already,surprise
35197,demi super girl like french fan,sadness
35198,like no1 n tha dj comp hella wack gud djs get free gud,happiness
35199,love music good recommendation someone know stuff,love
35200,think good stand,sadness
35201,good place eat los angeles want try something different today,neutral
35202,dunno tipsy give everything 1st set still lose sure mental state injury bad timing,worry
35203,hahaha groundhog play,love
35204,finished design multiply site,neutral
35205,ya hear 7 giant leap right direction work comp though ill enquire,neutral
35206,seriously need live somewhere fabulously queer miss around gay people,worry
35207,i be msn,neutral
35208,happy make 23 necklace 24 hour lol happy mother day mother,love
35209,boopboopboop still talk ashley brittany i have talk ashley forever convo still go place awesome,happiness
35210,ah swet miss age much,surprise
35211,bored fix internet dad i be bore death,boredom
35212,wtf advertising go mad want access camera microphone amazon really know better httpbitly5fokq,surprise
35213,thank thatam follow themlove good cause,neutral
35214,wake catch nightly tweet,surprise
35215,maybe use besides without ac hot sleep,neutral
35216,home alone one leave gummy bear,sadness
35217,yes 3 mac expensive,love
35218,personally know many people agency could built site like pre candidate buy honda,neutral
35219,come leave gretel alone like logie,neutral
35220,i be senior already,relief
35221,go phone night long sometimes phone blow nice wake,happiness
35222,know never wan na hurt,worry
35223,bgt happen greg rubbish follow,hate
35224,watch ellen love dish tan gorgeous,fun
35225,yeah leave cause pc ca run client anymore thought would new one,neutral
35226,great dayand i be bed tomorrow i be back sd,neutral
35227,hello back work today week vacation,relief
35228,mower shopping,sadness
35229,say aw byebye pspplurk later httpplurkcomprqy0y,empty
35230,hear surprising news bestfriendwhere sis tell whole story,worry
35231,human anatomy bore mind someone save,empty
35232,miss cauzinho already,neutral
35233,love shoutout tweethampton congrat hope feel better miss last weekend,worry
35234,tattoo ticklish,worry
35235,thank u sweetie ca wait set sail u next week,love
35236,nothing sweet 4 yearold,love
35237,yay i be glad i be one sign away soul twitter facebook welcome x,fun
35238,go i be go home make sad leave mall,sadness
35239,glorious weather poor,sadness
35240,look like freak tomato go graduation,worry
35241,that s i be drive cali july hin pleasanton,empty
35242,wish someone enjoy drink outside beautiful evening nee live closer,love
35243,anyone else bad friday fun day today,sadness
35244,day go well far meet 4 though,happiness
35245,good morning france zaccie,happiness
35246,snl host justin timberlake starts woohoo,happiness
35247,please please make dj drop,fun
35248,powerdvd want play push daisy dvd want screenie make icon copy protection go bonker,sadness
35249,wonder get urbana,sadness
35250,professional,neutral
35251,nic idea he s go money go,worry
35252,still lot time stupid contract 18 month change provider,sadness
35253,2 day without gasthe gas company turn maintenance ca cook,neutral
35254,nuh info ticketek yet heap excite though do not care much hope much,fun
35255,hahaha i be go disappointed miss go fun,love
35256,lol hi emmy latin would help study aptitude test get grad school that s wan na take,happiness
35257,thanks link i have ny miss many nononline bill know badly score hit,worry
35258,ca heart ache child wan na adopt alexis,love
35259,hope great bank holiday monday,fun
35260,send tweet,hate
35261,he s awesome work he s good friend,happiness
35262,come end first shift 630 local,worry
35263,finally summer unforunately ca come see youit see y all tell emm say hi,sadness
35264,love johnny carson i be go hate see jay leno go via that s wait someone say,love
35265,consider estate agent,empty
35266,i be good,surprise
35267,happy star wars day may 4th,happiness
35268,decide study finger throat make gage noise hate mfs,relief
35269,guess that s lol,happiness
35270,scram little early nibs sound pathetic,love
35271,love song start think one know one sameperson,surprise
35272,happy mothers day,happiness
35273,band hawaii sublime sound sublime hater move along httpblipfm5yy4n,fun
35274,foto,worry
35275,i be bore barely even tweet nothing talk boredboot,sadness
35276,call debby ryan,empty
35277,nothing exciting tonightgot new toy play though happy mother day lady,relief
35278,know writing exam essay weekend,worry
35279,photo new shoe httptumblrcomxmx1qzcts,worry
35280,ever piss think mean castingrelate wank crap,hate
35281,like old day drinkin old spot,happiness
35282,apple expensive,neutral
35283,anxious dance recital tonorrow groove central miss coach mycs loveyou,worry
35284,someone tell tonight 2 state qld piss,surprise
35285,watch missy elliot video collection sad tell look like high school,surprise
35286,mint icecream dessert tonight love stuff,surprise
35287,give inspiration last update,relief
35288,happy mothers day mom,love
35289,morning monday sigh try positive outlook day difficult already,worry
35290,funny,happiness
35291,hang kevin tomorrow go productive,happiness
35292,omg srry hear,worry
35293,welcome twitter world andrew tell david twitter haha kiddin know want one bo,sadness
35294,aw sad give ginger little pat head mwah,sadness
35295,yeah tatami room kid tatami do not mix,worry
35296,yes act really cringe worthy though find entertaining,love
35297,lmao ugh know need sleep qdoba workin ur pic do not show,hate
35298,sanctuarysunday mission make sanctuary trend topic day lot people board itjoin,fun
35299,guess i be stay home tonightno movieing,worry
35300,put 3 new consultant work week good feeling congrat offer,happiness
35301,wellity think i be going to gon na clean room gay need read good book sense sensibility come beat lily,neutral
35302,aw name car that s sweet i be sorry hear petey go hope find really posh rollerskate,surprise
35303,birthday weekend can not find ex hide dane cook ticket tomorrow wtf that s want birthday,enthusiasm
35304,go 8 mm plug help say i would go maximum still want stretch,worry
35305,get shit together leave work go bed,worry
35306,lay pool take nap agenda day,happiness
35307,give good speech breast cancer revlon woman today,fun
35308,yo moms day today big mom duke behave,neutral
35309,happy mothers day,love
35310,,neutral
35311,yep much play though install voil work need fast connection,neutral
35312,hey change twitter account even tell,surprise
35313,aw late selenagomezlast day shoot goodbye canada,sadness
35314,know ever want know extinction frog,worry
35315,he s friend go bf something read httpisgdjmjb,neutral
35316,sound cool post video,enthusiasm
35317,daughter go bday party today cale grace cakesthe little girl name grace make cupcake,fun
35318,i be brooklyn i be suppose sleep ill call ladybug 602,happiness
35319,hahahahahahahahahah tickle much,happiness
35320,offense hair bad today life worth live anymore nothing hurt quite like hair insult cry pillow,worry
35321,freakin hawt guy restaurantwhere i be eat dinner father,worry
35322,go sleep baby,love
35323,way work,neutral
35324,relax busy week tedious saturday,relief
35325,watch 100th episode numb 3rs love throwback first episode use sprinkler theory,worry
35326,i be pissed could not make instore hot topic rockaway mall see haha will not,sadness
